name,nation,remarks,website,available_number,language_condition,one_year_available,course_restriction,not_major_course,keyword,satisfaction,went_number,went_major,image_url
"Grenfell Campus, Memorial University of Newfoundland",캐나다,경영대학 수업 일부 제한 가능,https://www.mun.ca/international/cometomemorial/options/,3 (캠퍼스 제한),"TOEFL 79 (세부영역 reading 20, listening 17, speaking 17, writing 20),  또는 IELTS 6.5 (reading 6, writing 6). 
We will accept TOEIC if it is the only option for the student, but we much prefer the TOEFL or IELTS.",Yes ( With taking 1 exchange spot),"Nursing is closed to exchange students.  If students wish to take Visual Arts or Theatre courses, they must be in those programs at SKKU.  If students wish to take business courses, they must be flexible with their course choices, and must submit detailed course outlines (in English) of all business courses they have taken at SKKU",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcS9rTtj9lMdLIQifxmJRS2lcFP7csFFuD69Hz0s2QTojUyk9VY5lcaytV0
Ryerson University - Faculty of Communication and Design (FCAD),캐나다,"디자인학과, 미디어커뮤니케이션만 지원가능",https://www.ryerson.ca/fcad/international/exchange/inbound/,1,We do not require students to submit this information. (영어 실력 TOEFL score of 92-93 수준 권장),Yes ( With taking 1 exchange spot),Students should try to choose most of their courses from the School of Graphic Communications Management given that this is the agreed-upon program in our agreement: https://www.ryerson.ca/fcad/international/exchange/inbound/courses/,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQdi8fmUKdXn3d9iRstPFNpdVGF0zyZB7Jpxco5XXXNlvdeZ70hF_CGPK4
The University of British Columbia,캐나다,,https://students.ubc.ca/about-student-services/go-global/coming-ubc-study-abroad/coming-ubc-exchange,5,"IELTS 6.5 (각 세부영역 6.0 이상), 또는 토플 IBT 90 (Reading 22, Listening 22, Writing 21, Speaking 21)
https://students.ubc.ca/about-student-services/go-global/coming-ubc-study-abroad/coming-ubc-exchange/english-language-requirements-coming-ubc-exchange",Yes ( With taking 1 exchange spot),https://students.ubc.ca/about-student-services/go-global/coming-ubc-study-abroad/coming-ubc-exchange/register-courses-ubc-exchange,Yes,"['하루하루', '주다', '도착', '약간', '나누다', '처음', '특별하다', '쓸쓸하다', '걸리다', '남다']",4.5,6,"['영어영문학과', '경영학과', '글로벌경영학과', '심리학과', '통계학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcT-eVWE4tZNJb8ytpaUzL3Go5qTwVnFf5dydmm5arQz4PXHQqBtw_LXg2s
Okanagan College,캐나다,,https://www.okanagan.bc.ca/Programs/Areas_of_Study/Business/Students/Study_Abroad___Student_Exchange.html,2,"IETLS 각 세부영역 6.0 이상, 또는 TOEFL ibt 79",Yes ( Without taking 1 exchange spot),"Open programs include English as a Second Language, Business, Arts and Science",Yes,"['친절하다', '사생활', '주어', '도움', '지키다', '캐나다', '전반', '가다', '생활', '활동']",3.0,1,['영어영문학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcTO6Nl7XSRqxvUkhWmYjUwG1GIJnFS1Kvlnl33jipcvxVQsAO1XemqVwxWa
HEC Montreal,캐나다,글로벌경영/경영전공만 지원가능,https://www.hec.ca/en/international_student/international_exchange/index.html,2,"영어: IBT 72 또는 IELTS 5.5 
프랑스: TFI 750",No,Course portal,Course list for exchange students,"['사람', '문화', '다양하다', '여행', '만날', '많다', '기회', '하다', '좋다', '있다']",5.0,1,['경영학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcQw6F2WMf68745QeRrJ-81olxZiYms4TvxAbYXN9Z_mS46T7FVpYGxnSEY
"Simon Fraser University, Beedie School of Business",캐나다,글로벌경영/경영전공만 지원가능,Nomination form,2,"IBT 88 (각 세부 영역 20 이상), 또는 IELTS 6.5 (각 세부영역 6.0 이상)",No,http://www.sfu.ca/students/exchange/academic-information/restricted-subjects-and-courses.html,https://beedie.sfu.ca/exchange/destinations/,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcT7-aV-jzW04AkFytAf8NGSdmhJHk6wzfcJbKys7aSiTcIZ1qpud819S20
Pontificia Universidad Javeriana,콜롬비아,,https://www.javeriana.edu.co/internacionalizacion/student-exchange-program,3,"Spanish, B1 level. Can be certify by the university.",Yes ( Without taking 1 exchange spot),Restrictions within Medicine,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcThccdq6bRNeRJAKJrGDKIMc3yTTnk4tfQrQLjdvSWIi48e71yqqLqnmtytzA
"University of Zagreb, Faculty of Economics & Business",크로아티아,글로벌경영/경영전공만 지원가능,http://www.efzg.unizg.hr/en,2,"IBT 79 IELTS 6.0, TOEIC 700 중 한 가지 제출",No,Courses in English language,,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcT6t3KUSZumrh7WjJAViOde44nrIduBJqAEFXRncy8IHq2ERvoLc1FzEA
Chulalongkorn University,태국,글로벌경영/경영전공만 지원가능,https://www.chula.ac.th/en/admissions/exchange-student/inbound-exchange-student/,2,Not required. We trust you will select good students  who have taken business courses conducted in English in your school. ,Yes ( With taking 1 exchange spot),Comparative Business Management and Multi Rural Study courses,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQ4y_G_mo74zVCpbYM0maQEWmXhWrU7GepWexLzCBXwDV88GUJvSl5esiW-
"Mahidol University, College of Management",태국,일반대학원 경영학과만 지원가능,http://www.cmmu.mahidol.ac.th,2,IBT 80 또는 IELTS 6.0,No,the CMMU Registration website,,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQeeubNEdvEh9TrTM8iPMilvoW64hXROmVdjAr4JY3FmBFu3SMfKp6JlpPlag
Kadir Has University,터키,,https://international.khas.edu.tr/eligibility-29,2,"TOEFL IBT 71 이상 (If the primary language of instruction at your home institution is English, then you must get an official letter of proficiency for English.)",No,Only 30% of the law and theater faculty is in English.,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcSZ2e3096pST_ylSGwR36czRbMiJDmTCsoVQgVSPyzqoW0GbLs4XTpFPQ7P
Bogazici University,터키,,http://www.intl.boun.edu.tr/?q=exchange-programs,5,Letter of Proficiency 제출,Yes ( With taking 1 exchange spot),http://intl.boun.edu.tr/?q=offered-programs-0,Yes,"['문제', '행복하다', '환율', '좋다', '만나다', '즐겁다', '적다', '사람', '생활', '하다']",5.0,1,['사회학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcTexYv0_ff3i5AEu2mVwDcXQ7_yf1xypj1Vpgtcjl9uUj2WL1-V_kNY1ScV
Sabanci University,터키,,https://www.sabanciuniv.edu/en/exchange-incoming-students,5,"토플 80, IELTS 6.0, TOEIC 880, Letter of Proficiency 중 한 가지 제출",Yes ( With taking 1 exchange spot),You will find the course limitations for exchange students from the following link:https://iro.sabanciuniv.edu/node/390#limitations,Yes,"['사람', '서울', '도시', '크다', '가도', '역시', '가다', '보다', '모로']",5.0,1,['러시아어문학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcSWppzjhUJpb0EmwJE6w6pTvdVIt6r4RJhSV9cqe80e9MFXroEPlh_PLYQ
SGH Warsaw School of Economics,폴란드,,http://administracja.sgh.waw.pl/en/cpm/international_exchange/incoming_students/exchange/Pages/default.aspx,2,"토플 IBT 79, IELTS 6.0, 토익 750
http://administracja.sgh.waw.pl/en/cpm/international_exchange/incoming_students/exchange/Pages/ACADEMIC_REQUIREMENTS.aspx",Yes ( With taking 1 exchange spot),"Bachelor students cannot take master level courses, but are free to combine courses from all majors on BA level. Master students have some restrictions:
1.    CEMS core courses - exclusively for CEMS students, electives are available
2.    Finance and Accounting (ACCA) - restricted access
3.    EMLE study path  - not available for exchange students
4.    Executive MBA programs – not available for exchange students
5.    CIMA study path - not available for exchange students
6.    International Business– restricted access
7.   Advanced Analytics  - Big Data - restricted access
8.    Global Business, Finance and Governance -  restricted access
",Yes,"['전체', '삭막하다', '낯선', '살아오다', '떨어지다', '짧다', '변하다', '여태', '부모님', '기대다']",4.62,8,"['글로벌경제학과', '경제학과', '통계학과', '경영학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcS3PNB8S0KPn1Sfq8vCxVbhfD-Ps5JUXBxNVqIL_35Mjq5Q6R3yL5czcpE
University of Technology of Troyes,프랑스,,https://www.utt.fr/international/study-at-utt/application-procedure/application-procedure-12151.kj네,4,yes,Yes ( With taking 1 exchange spot),https://www.utt.fr/international/study-at-utt/academic-programs/,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcT5o3JNmHaSlPzpL_wZHygxXTBVN8iogpAcGLWDIDvuGBnTrE_152pnXts
Université Paris 1 Panthéon-Sorbonne,프랑스,,https://www.pantheonsorbonne.fr/international/foreign-students/exchange-student-application-bachelor-master/,4,"영어 수업 수강 : 토플 80, IELTS 6.0, TOEIC 880, Letter of Proficiency 중 한 가지 제출
프랑스어 수업 수강 : 학부 수업 B2, 석사 수업 C1",Yes ( With taking 1 exchange spot),"Law, Managment and Arts",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcRLNED1xcMCVscJxs1sI2WCYnRyztE2PZT_8rrqbSALtzX8oCNmoQ5EnRAb
ISCID-CO,프랑스,글로벌경영/경영전공만 지원가능,https://www.iscid-co.fr/international-iscid-co/,2 students / year ,"B2 for French and English (토플 80, IELTS 6.0, TOEIC 880, Letter of Proficiency 중 한 가지 제출)",No,no,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcTYU4c8Rm3EQ_RnzxjIHiUHqBG2F0n84zJgjmWfuW-tA_ONcNM4btVmRnUB
INALCO,프랑스,,No,5,DELF/DALF - Language certificate issued by the home university,Yes ( With taking 1 exchange spot),"Some speciality courses are not available to exchange students
for prerequisite reasons. To be registered to a speciality course, students
will first need to get the approval from INALCO corresponding responsible,
so as to make sure he/she meets the language and academic requirements.",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcTz9UGNUw7vnDKkcCg8m_zO1WjyJVjxmTfb3AB-MVc70hoRiFf9vPFZAW0
Université Catholique de Lille,프랑스,경영대학 지원 시 IESEG Lille 동시 지원 필수,https://www.univ-catholille.fr/en/erasmus-exchange-programs,6,"영어수업수강 : no official test required
프랑스어수업수강 : a letter of recommendation from their French teacher confirming the student's level.",Yes ( With taking 1 exchange spot),Médicine - Midwifery - Nursing - Physiotherapy - Chiropody - Faculty of Law : 2nd year of Master (Master de Droit),Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcRjw_dEXUWJQU-QRaQlLy_V5hTPoyoJkjZG1fBV3xtUq-Bbp3V8LuWLSXg
KEDGE Business School,프랑스,Marseille / Bordeaux campus,https://student.kedge.edu/exchange-programmes,4,"TOEIC 785, TOEFL 79, IELTS 6.0, document provided by KEDGE and signed by the Home Institution and attesting of a B2 level in English 중 한 가지 제출",Yes ( With taking 1 exchange spot),Students will join a programme at KEDGE depending on their academic level and will only be able to take courses from this programme.,Yes,"['솔직하다', '행복하다', '앞서', '전반', '개인', '대한', '최고', '학교', '그냥', '알차다']",3.5,2,['글로벌경영학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcQllwlCjfNrHNVhTvzW3_yGZWd3cikMQfds3D4bj4FOKeH66bceHjdVemMF
INSEEC School of Business and Economics,프랑스,경영/글로벌경영전공/경제/글로벌경제만 지원가능,https://www.inseec-bs.com/exchange-and-erasmus/,2,"토플 80, IELTS 6.0, TOEIC 880 중 한 가지 제출",Yes ( With taking 1 exchange spot),Publicity program,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQvtogjPWLV56Epv7oWzBVosNcDOLyMxjAbUngzcLfNCczRS35ExuYcmlk
EPF Graduate School of Engineering,프랑스,,No,4,"영어 수업 수강 : TOEIC 785, 토플 80, IELTS 6.0
프랑스어 수업 수강 : B1 level in French)",No,No,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcSAdmieKl2LFk-d9Z2UO1h0pbbnTxdndDEvgB_k7LM1BedfpmgUwX8b7A
ISC Paris Business School,프랑스,,https://www.iscparis.com/international_/international-programs/exchange-students/,2,"TOEFL IBT 79, TOEIC 785, Letter of recommendation B2 also accepted",Yes ( With taking 1 exchange spot),No,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcTZYKK2sAV_66wKVlF2x2C7ZuScp8iHr_P4CTmosKvyQcxC20p-V_mqXEU
Montpellier Business School,프랑스,,https://www.montpellier-bs.com/international/montpellier-business-school-en/studying-at-mbs/,3,"토플 80, IELTS 6.0, TOEIC 880 중 한 가지 제출",Yes ( With taking 1 exchange spot),MBS purposes only business programs,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQBuTz-fSGrbgKZ4bGS7doM0Z7aA-BLLFw-oFOK3-XILB4Y9DbYEo-1QO7QYw
Association Léonard de Vinci,프랑스,,https://www.devinci.fr/en/international/exchange-students/,4,"IELTS 6.0, TOEFL IBT 72, TOEIC 785 중 한 가지 제출",Yes ( With taking 1 exchange spot),No,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQmuNjlWsgrhP0yLRTk8GE40fLc6fZ55T6sdNodeACadQzxaNrpHR3Xx03XZQ
ECE - Graduate School of Engineering,프랑스,,No,4,"영어수업수강 : IELTS 6.0, 토플 IBT 83, TOEIC 780 중 한 가지 제출
프랑스어수업수강 : they must have at least B2 level with official certification (DELF or DALF)",No,"Healthcare and technology major, Quantitative Finance, Embedded System",No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcS0rPTh8c3N2bS3hLoDJsF4OJBXSRpLNBackztWACe5im67vk1HNAKNHW4
ICN Business School,프랑스,글로벌경영/경영전공만 지원가능,No,8,"토플 80, IELTS 6.0, TOEIC 880 중 한 가지 제출",Yes ( Without taking 1 exchange spot),only business courses available,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcT_ul2NidNsDLVFgc_-m-7zbT88sxpiNe8QlaYhEGtMd485WTxp--G_QQ
EmLyon Business School,프랑스,글로벌경영/경영전공만 지원가능,http://bba.international-students.em-lyon.com,3,IBT 80 또는 IELTS 6.0 또는 TOEIC 880 이상,No,http://bit.do/BBA-COURSES,Yes,[],4.0,1,['경영학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcS_qrDxcYGrelOy2ELSm1wdkYh-vnn_NNn5SvJrbritlMyrsMtkLhCsYgA
IESEG School of Management (Paris),프랑스,글로벌경영/경영전공만 지원가능,http://www.ieseg.fr/en/international/study-at-ieseg-in-exchange/,2,IBT 80 또는 IELTS 6.0 또는 TOEIC 880 이상,No,http://univ.univ-catholille.fr/our-academic-departements/search-course.asp?Etablissement=6&domaine=0&motclef=#etb,첨부파일 참조,"['영어', '진행', '단순하다', '유럽', '어떻다', '좋다', '이다', '수업', '있다']",5.0,1,['글로벌경영학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcQukrezLAdYHTWPSwLhD6niITldKLxkDXnZ1bsfBvfiIb9nM2V3nbxfLQ
"NEOMA Business School
(Reims & Rouen)",프랑스,글로벌경영/경영전공만 지원가능,www.neoma-bs.com,4,"영어 수업 수강 : IBT 75 또는 IELTS 6.0 
프랑스어 수업 수강 : DELF LEVEL B2",No,No,No,"['행복하다', '아쉽다', '개월', '과제', '배우다', '레포트', '사고방식', '동안', '친구', '여유']",4.0,2,"['경영학과', '프랑스어문학과']",http://t1.gstatic.com/images?q=tbn:ANd9GcS53edaXjLgfza6oSmk0p-v5Y5nGANGKXr1-GslNFvslKpEKs-3y88bY_A
Toulouse Business School,프랑스,"글로벌경영/경영전공만 지원가능 / Note: upon arrival, for French Social Health Security registration, students should be prepared to give a copy of their European Health Insurance Card (European students) or a copy of Birth Certificate for non-European students (translated into French or English)",www.tbs-education.fr/en,2,"영어 수업 수강 : IBT 75 또는 IELTS 6.0
프랑스어 수업 수강 : DELF LEVEL B2 ",No,http://www.tbs-education.fr/en/programs/bachelor-program/international-opportunities/bachelor-exchange-opportunities,No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQAuiUYrKIM5G5usJR0gc2ZhATMtpm53cNQUj-zaESZzuf6dAEQ1bEsFyub
Toulouse Capitole University,프랑스,글로벌경영/경영전공만 지원가능,http://www.ut-capitole.fr/incomingstudents,2,"영어 수업 수강 : IBT 79 또는 IELTS 6.0  
프랑스어 수업 수강 : DELF LEVEL B2",No,http://www.ut-capitole.fr/ects,,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcRYWSPB1K2sA37r9tyYCP1ifgOHWu8OfwhIBEzseyg6IDYQMrS-POlf5peg
University Jean Moulin Lyon 3,프랑스,,Yes,3,"영어 수업 수강 : IBT 80( 각 영역 20이상) 또는 IELTS 6.0  
프랑스어 수업 수강 : DELF LEVEL B1 이상",Yes ( With taking 1 exchange spot),"LLM law programme, 2nd year of master law programme, IMBA programme",Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQdiTCFoab35tnALjavTPtM01rBiA911baKKxP18bJfgzTeIMjLxKlmK6SV
Universite Paris Dauphine,프랑스,글로벌경영/경영전공만 지원가능,http://www.dauphine.fr/en/international-exchange/coming-to-dauphine-as-an-exchange-student.html,3,"영어 수업 수강 : IBT 92 또는 IELTS 6.5
프랑스어 수업 수강 : DELF LEVEL B2",No,Courses offer,,"['대해', '짧다', '정말', '대학', '만족하다', '해보다', '새롭다', '다른', '나라', '생활']",5.0,1,['정치외교학과'],http://t1.gstatic.com/images?q=tbn:ANd9GcTbAzSRMC-RhXm6h5lWuHcx3eZMYJ8c8v1P5MK8i7ugXWMCTC-2yI5On9da
University of Vaasa,핀란드,,https://www.univaasa.fi/en/for/prospective/exchange/,2,Intermediate level expected,Yes ( With taking 1 exchange spot),"The students can take courses only within the field of the exchange agreement. In addition, we have language courses and some business communication courses available for all the students.",No,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcQHek3HgGQiKiNhiu3SOH_37faY-FcY5eA4wGwdx3AoekeGp9X6dL1ozQ
University of Eastern Finland UEF,핀란드,,https://www.univaasa.fi/en/education/exchange/,2,Good command of academic English,Yes ( With taking 1 exchange spot),The courses organized by the Department Foreign Languages and Translation Studies are available only for students who study English Language and/or Translation at their home universities. Studies in Clinical Medicine are available only for students who study Clinical Medicine at their home universities.,Yes,,0,0,[],http://t1.gstatic.com/images?q=tbn:ANd9GcS9zmGzs950lHoVcLDlpWT9QIRC8GTVKvEnz00WN3-EaLNXQ4BIqoE3yM0
